<br /><br />I started watching the show in reruns in 2001	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'started', 'watching', 'the', 'show', 'in', 'reruns', 'in', '2001']
(First Response Assault and Tactical) team, a group of well trained policeman created to clean up the mythical city of Edison from its low point of crime, drugs, prostitution etc	['(', 'First', 'Response', 'Assault', 'and', 'Tactical', ')', 'team', ',', 'a', 'group', 'of', 'well', 'trained', 'policeman', 'created', 'to', 'clean', 'up', 'the', 'mythical', 'city', 'of', 'Edison', 'from', 'its', 'low', 'point', 'of', 'crime', ',', 'drugs', ',', 'prostitution', 'etc']
Working undercover the temptation of pocketing the confiscated goods and money proves too much of an opportunity and now, 15 years after its formation, FRAT is responsible for murder, drug trafficking, terrorizing innocent people etc	['Working', 'undercover', 'the', 'temptation', 'of', 'pocketing', 'the', 'confiscated', 'goods', 'and', 'money', 'proves', 'too', 'much', 'of', 'an', 'opportunity', 'and', 'now', ',', '15', 'years', 'after', 'its', 'formation', ',', 'FRAT', 'is', 'responsible', 'for', 'murder', ',', 'drug', 'trafficking', ',', 'terrorizing', 'innocent', 'people', 'etc']
The lead dog is Lazerov (Dylan McDermott, who makes a terrifyingly real gangster!) and his partner Rafe Deed (LL Cool J, even more buff than usual and proving he can be a sensitive actor)	['The', 'lead', 'dog', 'is', 'Lazerov', '(', 'Dylan', 'McDermott', ',', 'who', 'makes', 'a', 'terrifyingly', 'real', 'gangster', '!', ')', 'and', 'his', 'partner', 'Rafe', 'Deed', '(', 'LL', 'Cool', 'J', ',', 'even', 'more', 'buff', 'than', 'usual', 'and', 'proving', 'he', 'can', 'be', 'a', 'sensitive', 'actor', ')']
Reporter Pollack (Justin Timberlake) catches wind of a 'bad mistake' and reports his theory of fraud and corruption to his paper's boss Ashford (the always reliably fine Morgan Freeman)	['Reporter', 'Pollack', '(', 'Justin', 'Timberlake', ')', 'catches', 'wind', 'of', 'a', "'bad", 'mistake', "'", 'and', 'reports', 'his', 'theory', 'of', 'fraud', 'and', 'corruption', 'to', 'his', 'paper', "'s", 'boss', 'Ashford', '(', 'the', 'always', 'reliably', 'fine', 'Morgan', 'Freeman', ')']
Gradually Polack convinces Ashford and subsequently Wallace (Kevin Spacey, also a consistently fine character actor) and they aid Pollack in this investigative reporting	['Gradually', 'Polack', 'convinces', 'Ashford', 'and', 'subsequently', 'Wallace', '(', 'Kevin', 'Spacey', ',', 'also', 'a', 'consistently', 'fine', 'character', 'actor', ')', 'and', 'they', 'aid', 'Pollack', 'in', 'this', 'investigative', 'reporting']
The closer Pollack gets to the truth the more surprises and bad incidents happen and the story runs pall mall toward a series of unexpected results	['The', 'closer', 'Pollack', 'gets', 'to', 'the', 'truth', 'the', 'more', 'surprises', 'and', 'bad', 'incidents', 'happen', 'and', 'the', 'story', 'runs', 'pall', 'mall', 'toward', 'a', 'series', 'of', 'unexpected', 'results']
<br /><br />Timberlake lacks the charisma to carry the lead, especially in the company of such seasoned actors	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Timberlake', 'lacks', 'the', 'charisma', 'to', 'carry', 'the', 'lead', ',', 'especially', 'in', 'the', 'company', 'of', 'such', 'seasoned', 'actors']
But LL Cool J, Freeman, Spacey, and McDermott keep the well-oiled machine of a movie rolling to the very end	['But', 'LL', 'Cool', 'J', ',', 'Freeman', ',', 'Spacey', ',', 'and', 'McDermott', 'keep', 'the', 'well-oiled', 'machine', 'of', 'a', 'movie', 'rolling', 'to', 'the', 'very', 'end']
No, it is not a great movie, but it is one that makes for an edge of the seat action flick with a message	['No', ',', 'it', 'is', 'not', 'a', 'great', 'movie', ',', 'but', 'it', 'is', 'one', 'that', 'makes', 'for', 'an', 'edge', 'of', 'the', 'seat', 'action', 'flick', 'with', 'a', 'message']
It's just such a joy to have watched this intriguing project	['It', "'s", 'just', 'such', 'a', 'joy', 'to', 'have', 'watched', 'this', 'intriguing', 'project']
Not only to a filmmaker, who can learn what can be achieved in 5 minutes of screen time, but also as audience, who may not be so ready for so much love in such short time	['Not', 'only', 'to', 'a', 'filmmaker', ',', 'who', 'can', 'learn', 'what', 'can', 'be', 'achieved', 'in', '5', 'minutes', 'of', 'screen', 'time', ',', 'but', 'also', 'as', 'audience', ',', 'who', 'may', 'not', 'be', 'so', 'ready', 'for', 'so', 'much', 'love', 'in', 'such', 'short', 'time']
<br /><br />20 short films about love in Paris are all unique, but some of them, as expected, stand out	['<', 'br', '/', '>', '<', 'br', '/', '>', '20', 'short', 'films', 'about', 'love', 'in', 'Paris', 'are', 'all', 'unique', ',', 'but', 'some', 'of', 'them', ',', 'as', 'expected', ',', 'stand', 'out']
I thought the Tom Tykwer (Natalie Portman) segment was the best, although the mimes made me smile inside just the same	['I', 'thought', 'the', 'Tom', 'Tykwer', '(', 'Natalie', 'Portman', ')', 'segment', 'was', 'the', 'best', ',', 'although', 'the', 'mimes', 'made', 'me', 'smile', 'inside', 'just', 'the', 'same']
<br /><br />I clicked on "spoilers" option for this review bus alas	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'clicked', 'on', '``', 'spoilers', "''", 'option', 'for', 'this', 'review', 'bus', 'alas']
Don't read what I write, but watch the movie instead	['Do', "n't", 'read', 'what', 'I', 'write', ',', 'but', 'watch', 'the', 'movie', 'instead']
The first thing you meet when you study fascism is ostracism:because this" philosophy " is a fake one,there's a need to use scapegoats to assess the "thought"	['The', 'first', 'thing', 'you', 'meet', 'when', 'you', 'study', 'fascism', 'is', 'ostracism', ':', 'because', 'this', "''", 'philosophy', '``', 'is', 'a', 'fake', 'one', ',', 'there', "'s", 'a', 'need', 'to', 'use', 'scapegoats', 'to', 'assess', 'the', '``', 'thought', "''"]
Ettore Scola's movie,probably his masterpiece, focuses on the outcasts,the scapegoats of the regime	['Ettore', 'Scola', "'s", 'movie', ',', 'probably', 'his', 'masterpiece', ',', 'focuses', 'on', 'the', 'outcasts', ',', 'the', 'scapegoats', 'of', 'the', 'regime']
<br /><br />Of the historical event (Hitler and Mussolini's alliance),we will see almost nothing:some military march,some garlands,some scattered voices	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Of', 'the', 'historical', 'event', '(', 'Hitler', 'and', 'Mussolini', "'s", 'alliance', ')', ',', 'we', 'will', 'see', 'almost', 'nothing', ':', 'some', 'military', 'march', ',', 'some', 'garlands', ',', 'some', 'scattered', 'voices']
Our two heroes are not invited for the feast of virility	['Our', 'two', 'heroes', 'are', 'not', 'invited', 'for', 'the', 'feast', 'of', 'virility']
"Genius is essentially masculine" :this is the golden rule Antonietta (a never better Sophia Loren)embroidered on her cushion;Antonietta ,whose world amounts to her kitchen,whose pride is her offsprings	['``', 'Genius', 'is', 'essentially', 'masculine', "''", ':', 'this', 'is', 'the', 'golden', 'rule', 'Antonietta', '(', 'a', 'never', 'better', 'Sophia', 'Loren', ')', 'embroidered', 'on', 'her', 'cushion', ';', 'Antonietta', ',', 'whose', 'world', 'amounts', 'to', 'her', 'kitchen', ',', 'whose', 'pride', 'is', 'her', 'offsprings']
At the beginning of the movie,she's a victim of this hypermacho world,but she does not realize it	['At', 'the', 'beginning', 'of', 'the', 'movie', ',', 'she', "'s", 'a', 'victim', 'of', 'this', 'hypermacho', 'world', ',', 'but', 'she', 'does', 'not', 'realize', 'it']
Gabriel,on the contrary ,is politically aware,he knows about the cancer that is destroying inexorably his country	['Gabriel', ',', 'on', 'the', 'contrary', ',', 'is', 'politically', 'aware', ',', 'he', 'knows', 'about', 'the', 'cancer', 'that', 'is', 'destroying', 'inexorably', 'his', 'country']
But as a gay man,he is no longer part of it,he's about to be arrested	['But', 'as', 'a', 'gay', 'man', ',', 'he', 'is', 'no', 'longer', 'part', 'of', 'it', ',', 'he', "'s", 'about', 'to', 'be', 'arrested']
<br /><br />Forgetting everything that comes between them,they realize what they have in common and they make love	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Forgetting', 'everything', 'that', 'comes', 'between', 'them', ',', 'they', 'realize', 'what', 'they', 'have', 'in', 'common', 'and', 'they', 'make', 'love']
This is an act of rebellion,particularly for Antonietta ,whose ethic should forbid such a thing	['This', 'is', 'an', 'act', 'of', 'rebellion', ',', 'particularly', 'for', 'Antonietta', ',', 'whose', 'ethic', 'should', 'forbid', 'such', 'a', 'thing']
Becoming an adulteress in a land where politics and religion combine to repress women as ever leads her to some kind of political awareness	['Becoming', 'an', 'adulteress', 'in', 'a', 'land', 'where', 'politics', 'and', 'religion', 'combine', 'to', 'repress', 'women', 'as', 'ever', 'leads', 'her', 'to', 'some', 'kind', 'of', 'political', 'awareness']
One of the last shots shows her listening to the news on the radio	['One', 'of', 'the', 'last', 'shots', 'shows', 'her', 'listening', 'to', 'the', 'news', 'on', 'the', 'radio']
<br /><br />Expect the unexpected and maybe a doctrine which denies the human being his intimate personality will see that its days are numbered	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Expect', 'the', 'unexpected', 'and', 'maybe', 'a', 'doctrine', 'which', 'denies', 'the', 'human', 'being', 'his', 'intimate', 'personality', 'will', 'see', 'that', 'its', 'days', 'are', 'numbered']
I was but a babe in arms when George Lucas was wowing the world with his out of this world Saga chronicling the adventures of young Luke Skywalker and the notorious Darth Vadar but even today 20 years on I can appreciate the genius that is Lucas and the incredible imagination he's been blessed with	['I', 'was', 'but', 'a', 'babe', 'in', 'arms', 'when', 'George', 'Lucas', 'was', 'wowing', 'the', 'world', 'with', 'his', 'out', 'of', 'this', 'world', 'Saga', 'chronicling', 'the', 'adventures', 'of', 'young', 'Luke', 'Skywalker', 'and', 'the', 'notorious', 'Darth', 'Vadar', 'but', 'even', 'today', '20', 'years', 'on', 'I', 'can', 'appreciate', 'the', 'genius', 'that', 'is', 'Lucas', 'and', 'the', 'incredible', 'imagination', 'he', "'s", 'been', 'blessed', 'with']
In A New Hope Lucas showed a new way to tell stories as he introduced us to such memorable characters as the plucky Princess Leia, the Rougish Han Solo and the spirited Luke Skywalker as well as that best loved of villains, the sinister Darth Vadar	['In', 'A', 'New', 'Hope', 'Lucas', 'showed', 'a', 'new', 'way', 'to', 'tell', 'stories', 'as', 'he', 'introduced', 'us', 'to', 'such', 'memorable', 'characters', 'as', 'the', 'plucky', 'Princess', 'Leia', ',', 'the', 'Rougish', 'Han', 'Solo', 'and', 'the', 'spirited', 'Luke', 'Skywalker', 'as', 'well', 'as', 'that', 'best', 'loved', 'of', 'villains', ',', 'the', 'sinister', 'Darth', 'Vadar']
In The Empire Strikes Back he went all out to show us Special Effects can add to a tale and managed to something no-one thought you could do on screen	['In', 'The', 'Empire', 'Strikes', 'Back', 'he', 'went', 'all', 'out', 'to', 'show', 'us', 'Special', 'Effects', 'can', 'add', 'to', 'a', 'tale', 'and', 'managed', 'to', 'something', 'no-one', 'thought', 'you', 'could', 'do', 'on', 'screen']
He made a film with no specific end or beginning and it went down a treat	['He', 'made', 'a', 'film', 'with', 'no', 'specific', 'end', 'or', 'beginning', 'and', 'it', 'went', 'down', 'a', 'treat']
Return of the Jedi is a fitting end to a Saga that will stand the test of time	['Return', 'of', 'the', 'Jedi', 'is', 'a', 'fitting', 'end', 'to', 'a', 'Saga', 'that', 'will', 'stand', 'the', 'test', 'of', 'time']
<br /><br />When The Empire Srtikes Back ended with encasing of the lovable Rouge Han Solo in Carbonite to be delivered to Jabba the Hut and young Luke reeling from the discovery of a terrible truth about his Father we were left with the feeling that things were going from bad to worse	['<', 'br', '/', '>', '<', 'br', '/', '>', 'When', 'The', 'Empire', 'Srtikes', 'Back', 'ended', 'with', 'encasing', 'of', 'the', 'lovable', 'Rouge', 'Han', 'Solo', 'in', 'Carbonite', 'to', 'be', 'delivered', 'to', 'Jabba', 'the', 'Hut', 'and', 'young', 'Luke', 'reeling', 'from', 'the', 'discovery', 'of', 'a', 'terrible', 'truth', 'about', 'his', 'Father', 'we', 'were', 'left', 'with', 'the', 'feeling', 'that', 'things', 'were', 'going', 'from', 'bad', 'to', 'worse']
How we asked could the rebels ever recover from this blow? In Lucas stunning and captivating final chapter we are kept on the edges of our seats from Han's daring rescue from Jabba's palace to the the final climactic battle on the Death Star between Luke and Vadar as Luke struggles between fulfilling his duties as a Jedi and rebel fighter and attempting to reawaken the good he believes is still in his Father's soul	['How', 'we', 'asked', 'could', 'the', 'rebels', 'ever', 'recover', 'from', 'this', 'blow', '?', 'In', 'Lucas', 'stunning', 'and', 'captivating', 'final', 'chapter', 'we', 'are', 'kept', 'on', 'the', 'edges', 'of', 'our', 'seats', 'from', 'Han', "'s", 'daring', 'rescue', 'from', 'Jabba', "'s", 'palace', 'to', 'the', 'the', 'final', 'climactic', 'battle', 'on', 'the', 'Death', 'Star', 'between', 'Luke', 'and', 'Vadar', 'as', 'Luke', 'struggles', 'between', 'fulfilling', 'his', 'duties', 'as', 'a', 'Jedi', 'and', 'rebel', 'fighter', 'and', 'attempting', 'to', 'reawaken', 'the', 'good', 'he', 'believes', 'is', 'still', 'in', 'his', 'Father', "'s", 'soul']
<br /><br />Old friends like the smooth talking Lando Calrissian and the ever lovable Chewbacca reunite for one final battle to end all battles as a new darker more dangerous enemy emerges in the form of the Emperor himself ( played by the brilliant Ian McDiarmiud	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Old', 'friends', 'like', 'the', 'smooth', 'talking', 'Lando', 'Calrissian', 'and', 'the', 'ever', 'lovable', 'Chewbacca', 'reunite', 'for', 'one', 'final', 'battle', 'to', 'end', 'all', 'battles', 'as', 'a', 'new', 'darker', 'more', 'dangerous', 'enemy', 'emerges', 'in', 'the', 'form', 'of', 'the', 'Emperor', 'himself', '(', 'played', 'by', 'the', 'brilliant', 'Ian', 'McDiarmiud']
How he missed out on an Oscar is a mystery	['How', 'he', 'missed', 'out', 'on', 'an', 'Oscar', 'is', 'a', 'mystery']
) desperate to turn Luke to the Dark Side even if it means betraying his apprentice Darth Vadar	[')', 'desperate', 'to', 'turn', 'Luke', 'to', 'the', 'Dark', 'Side', 'even', 'if', 'it', 'means', 'betraying', 'his', 'apprentice', 'Darth', 'Vadar']
All in black with his red eyes,ghostly white disfigured face and sinister laugh he truly is a terrifying addition to the story and is the undisputed Master of the events that unfold	['All', 'in', 'black', 'with', 'his', 'red', 'eyes', ',', 'ghostly', 'white', 'disfigured', 'face', 'and', 'sinister', 'laugh', 'he', 'truly', 'is', 'a', 'terrifying', 'addition', 'to', 'the', 'story', 'and', 'is', 'the', 'undisputed', 'Master', 'of', 'the', 'events', 'that', 'unfold']
His new and improved Death Star spells disaster for the rebels but the brave group launch one last desperate attack to end the Empire's reign for good	['His', 'new', 'and', 'improved', 'Death', 'Star', 'spells', 'disaster', 'for', 'the', 'rebels', 'but', 'the', 'brave', 'group', 'launch', 'one', 'last', 'desperate', 'attack', 'to', 'end', 'the', 'Empire', "'s", 'reign', 'for', 'good']
<br /><br />Lucas managed to incorporate three different stories at once and keep the action going so that the audience is riveted	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Lucas', 'managed', 'to', 'incorporate', 'three', 'different', 'stories', 'at', 'once', 'and', 'keep', 'the', 'action', 'going', 'so', 'that', 'the', 'audience', 'is', 'riveted']
